material_id,formula
mp-458,Ti2O3
mp-485,ZrNi3
mp-507,SiNi2
mp-540855,Rb6O
mp-547271,ReO3
mp-551685,Pb2O
mp-554032,Ti3O
mp-554098,Ti6O
mp-556,ZrNi
mp-556754,Ti3O5
mp-557194,SiO2
mp-561418,Zr3O
mp-567653,Ti3Ni4
mp-567903,ZnNi
mp-569120,NdPt3
mp-569446,NiPb
mp-569776,TaNi3
mp-570007,SmOs2
mp-570491,TaNi3
mp-570670,YOs2
mp-570684,ZrOs2
mp-571,TiNi
mp-571033,NiSe
mp-573,Ni3Se4
mp-594,NiS
mp-601193,Pt3O4
mp-603251,PdO
mp-603347,TiNi
mp-623751,Tb3Ni
mp-640189,TiNi
mp-644481,ScO
mp-662,NiSe
mp-672371,Ni3Sb
mp-673247,Y2O3
mp-684768,Sm2O3
mp-685006,Ta10O9
mp-685151,TiO
mp-690722,Pb2O3
mp-7226,V3Ni
mp-7228,ReO2
mp-725,RhO2
mp-752735,PdO2
mp-754333,TiO
mp-754545,NdO
mp-755021,ReO3
mp-755264,TiO
mp-755875,Ti3O4
mp-768247,PtO3
mp-779582,Rb19O3
mp-7947,PtO
mp-810,NiSb
mp-825,RuO2
mp-828,SiNi3
mp-849059,NiS2
mp-849075,NiS2
mp-849078,Ni2S
mp-849079,NiS2
mp-849092,NiS2
mp-850,ScNi2
mp-850131,NiS2
mp-862604,Re3Ni
mp-862779,Tc3Os
mp-864899,NpP3
mp-865439,Th3O2
mp-867357,Tc3Ni
mp-882,Ti6O
mp-8909,RuO2
mp-891,TaNi3
mp-971758,ZnNi3
mp-971941,Zn3Ni
mp-973232,NdTm3
mp-973994,NpPa3
mp-974865,NdY3
mp-9761,ReO3
mp-976249,NdS3
mp-976593,Nd3Si
mp-976830,Ni3Pb
mp-976893,Ni3Sb
mp-976953,Ni3Te
mp-977296,NpSb3
mp-978508,Si3Os
mp-978965,Th3Ni
mp-978968,Ti3O2
mp-979038,Th3O
mp-980021,Yb3Os
mp-981209,Ti3Ni
mp-981384,ScOs3
mp-990076,P2O5
mp-996,OsO2
mp-998945,TiNi
mp-999130,TbNi
mp-999142,SnO
mp-999145,SmNi
mp-999192,SiNi
mvc-10366,Sb4O9
mvc-11038,SbO2
mvc-11154,VO2
mvc-11221,WO2
mvc-11457,WO3
mvc-12866,SbO2
mvc-13391,TiO2
mvc-2169,Ti5O7
mvc-427,Sn2O3
mvc-4486,Sb2O5
mvc-6033,SbO2
mvc-6477,NiO2
mvc-6936,SbO2
mvc-7056,NiS2
mvc-9642,SbO2
mp-10015,SiOs
mp-1009551,PbS
mp-1017543,ZrPd3
mp-1018102,ZrPd2
mp-1018121,TiPd2
mp-1018880,PaSb2
mp-1018890,PaP2
mp-1019093,PaP2
mp-1021498,P3Pd
mp-1061861,TiPd2
mp-1061979,TbPd2
mp-1062893,YPd2
mp-1062974,PrPd2
mp-1063016,SmPd2
mp-1063517,YbPd2
mp-1066136,YPd
mp-1066274,PtPb
mp-1067587,TaP
mp-1072645,Si2Os
mp-1077277,UPb2
mp-1077534,PaPt5
mp-1079083,SiPd
mp-1079587,YbPd
mp-1079796,Ti3Pd
mp-1079938,TlPd3
mp-1080070,Ti3Pd5
mp-1080451,TbPd
mp-1095637,PrP2
mp-1095666,TbOs2
mp-1103021,PrPb2
mp-1103252,ZnPd2
mp-1103645,ThP2
mp-1104019,Y3Pd4
mp-1104088,Tb3Pd4
mp-1104184,Pr3Pd4
mp-1104311,Sm3Pd4
mp-1104388,Y3Pd2
mp-1104397,Yb5Pd2
mp-1104675,Tm3Pd4
mp-1105057,Yb3Pd4
mp-1105083,Th3Pd4
mp-1105825,Tb5Pb3
mp-1105911,TiPd3
mp-1106195,PW3
mp-1114,VP
mp-11328,P2W
mp-11329,P2W
mp-11345,ZrP
mp-1148,Th2Pd
mp-11541,ZrOs
mp-11544,Yb2Pb
mp-11546,TiPd
mp-11549,VPd2
mp-11690,Tc2P3
mp-1179514,Sm5Pb3
mp-1179774,Rb3Pd
mp-1179841,PPb
mp-1186361,P3W
mp-1186368,PPt3
mp-1186371,PPb3
mp-1186374,Os3W
mp-1186377,OsRh3
mp-1186399,Pa3Re
mp-1186408,PaSi3
mp-1186409,PaSb3
mp-1186411,PaTa
mp-1186418,PaTi3
mp-1186425,Pb3S
mp-1186431,Pd3S
mp-1186437,Pd3W
mp-1186443,PdPb3
mp-1186450,PdPt3
mp-1186459,PdRu
mp-1186463,PdS3
mp-1186526,Pm3Pr
mp-1186529,Pm3Pa
mp-1186530,Pm3Sm
mp-1186532,Pm3Ti
mp-1186536,Pm3Tm
mp-1186537,Pm3Sc
mp-1186540,Pm3Sm
mp-1186545,Pm3Th
mp-1186546,Pm3Zn
mp-1186622,PmP3
mp-1186629,PmSe3
mp-1186632,PmPr
mp-1186633,PmSm3
mp-1186634,PmSm
mp-1186635,PmPr3
mp-1186636,PmRh3
mp-1186637,PmPa
mp-1186638,PmS3
mp-1186640,PmSm3
mp-1186642,PmSc3
mp-1186650,PmTa3
mp-1186653,PmTm
mp-1186656,PmTm3
mp-1186658,PmTh3
mp-1186671,PmY3
mp-1186676,PmY3
mp-1186683,PmZr
mp-1186736,Pr3Zn
mp-1186847,PuPa3
mp-1186928,SbPd3
mp-1186930,SbPd3
mp-1186960,SbPb3
mp-1186981,Sc3Os
mp-1186990,ScPb3
mp-1187007,SiPb3
mp-1187017,SiPb3
mp-1187033,SmPa
mp-1187034,Sn3P
mp-1187035,Sn3P
mp-1187044,Sn3P
mp-1187049,Th3Pb
mp-1187052,Th3Pa
mp-1187117,Sn3Pb
mp-1187118,SnPb3
mp-1187135,Sr3P
mp-1187137,Sr3Pb
mp-1187197,Ta3Os
mp-1187214,Ta3Pb
mp-1187223,Ta3Pd
mp-1187228,SrPd3
mp-1187236,SrPa3
mp-1187244,TaP
mp-1187255,TaP3
mp-1187282,TaPb3
mp-1187300,Tb3Pm
mp-1187308,Tb3Pm
mp-1187325,Tb3Pb
mp-1187362,TbOs3
mp-1187365,TbPa
mp-1187447,ThPa3
mp-1187450,TePb3
mp-1187503,TlP
mp-1187549,YbPm3
mp-1187600,YbPa3
mp-1187778,Y3P
mp-1187795,Y3P
mp-1187844,Zr3Pb
mp-1187881,Y3Pb
mp-1187909,Yb3P
mp-1187910,ZnOs
mp-1187913,ZnPd3
mp-1187918,Zn3P
mp-1187949,ZnPb3
mp-1187953,Yb3Pb
mp-1187960,ZnOs3
mp-1187961,Yb3Pm
mp-1187980,Yb3Pb
mp-1188028,ZrP3
mp-1188292,Y5Pb3
mp-1188302,Pr5Pb3
mp-1188605,V5P3
mp-1188663,Pd5Pb3
mp-1188757,Y3Os
mp-1188800,Sc3P
mp-1189496,Rb3Pd
mp-1189967,Pr3Os
mp-1190258,Yb3Pd
mp-1193776,Te5Pd21
mp-1206982,SbPb
mp-1207457,Zn2P
mp-1207777,Y3Pd
mp-1215363,Zr4Pd
mp-1215488,Zn5Pd3
mp-1215509,ZnPd2
mp-1215579,ZnPd4
mp-1216290,VPd3
mp-1216296,VPd4
mp-1216444,V4Os
mp-1216530,TlPb
mp-1217168,Ti4Pd
mp-1217407,Tc3Os
mp-1217414,Tc3Pd
mp-1217424,Tc3Pd
mp-1217896,TaPd
mp-1218948,SnP
mp-1219217,SiPd4
mp-1219460,SbPb
mp-1219484,SbPb4
mp-1219498,SbPb3
mp-1219509,ReOs
mp-1219908,PdPt
mp-1219925,PdRh
mp-1219935,PdW
mp-1219940,Pd4W
mp-1220020,P2Se
mp-1220021,P2S
mp-1220023,OsRu
mp-1220038,OsPt3
mp-1232216,PmSe2
mp-1232234,PmSe
mp-1232235,PmS
mp-1232236,PmSe
mp-1232239,PmS
mp-1232271,PmS2
mp-12597,TaP
mp-1260,SrPd5
mp-12636,PRu
mp-12712,Zr3Pd4
mp-13164,Ti2Pd
mp-13495,ZrPd
mp-13496,ZrPd
mp-1356,Sb2Pd
mp-1357,P3Rh
mp-1371,Sn3Pd
mp-13871,P2Pt5
mp-1474,Re3P4
mp-1523,ZrP2
mp-1558,SrPd2
mp-1571,PrPd3
mp-1637,Re2P
mp-1652,ZnPd
mp-1664,V3Pd
mp-16728,ScP
mp-16731,YP
mp-17449,Tc3P
mp-1769,SbPd
mp-1785,PrSb
mp-1828,ThOs2
mp-1851,SnPd2
mp-19762,UPb3
mp-19820,TmPb3
mp-19879,PPd3
mp-19889,ThPb
mp-20291,YPb3
mp-20327,TiP2
mp-20541,V2P
mp-20599,PdPb2
mp-20622,SiPd3
mp-20828,Pt3Pb
mp-20849,Pd3Pb
mp-20905,OsS2
mp-20939,PrPb3
mp-20943,TePb
mp-21039,PbS
mp-21065,SiP2
mp-21093,SrPb
mp-21098,UPb
mp-21156,TbPb3
mp-21162,SrPb3
mp-21165,PdSe
mp-21214,PbSe
mp-2128,Sn4Pd
mp-21296,PtPb4
mp-21318,PtPb2
mp-21380,PtPb
mp-21381,ThPb3
mp-21430,YbPb3
mp-21911,PRu2
mp-22140,PuPd
mp-2369,SnPd
mp-2390,YbP
mp-2391,YbPd3
mp-2420,PW
mp-2547,YbPd
mp-266,Zr2Pd
mp-2673,YbPb
mp-2677,ScPd3
mp-2732,PRh2
mp-27410,Sn4P3
mp-2747,TbPd3
mp-27533,P2Pd15
mp-2781,ScPd
mp-28056,P2Rh3
mp-2807,ScP
mp-30067,Te3Pd10
mp-30218,Ti2P
mp-30822,PuOs2
mp-30825,PaRh3
mp-30835,TaPd2
mp-30836,TaPd3
mp-30838,ThPd
mp-30839,Th3Pd5
mp-30840,Ti2Pd3
mp-30842,ZrPd3
mp-31380,SmPd
mp-321,RhPb2
mp-348,TmPd
mp-357,SmPd3
mp-389,SiPd
mp-393,Pd16S7
mp-413,UP2
mp-442,RhPb
mp-475,SnP
mp-505363,P3Pd7
mp-510209,Sc5Pb3
mp-542106,SbPd2
mp-558378,Pd3S
mp-559,YPd3
mp-564,TePd
mp-567339,PrOs2
mp-567612,ScOs2
mp-567920,Ti4P3
mp-569278,SiPd2
mp-569402,VP
mp-569785,TlPd3
mp-570184,ThPd3
mp-570199,Ti3Pd5
mp-570896,Tl2Pd
mp-571030,TlPd3
mp-571634,Yb5Pb3
mp-601,PrP
mp-613,Te2Pd3
mp-618,Pd7Se2
mp-636328,TiPd3
mp-636614,YPb2
mp-638586,Te3Pd13
mp-645,TbP
mp-669913,Sr2Pb3
mp-672388,ThPb
mp-680550,ZnP2
mp-681992,Zr5Pb3
mp-684588,Sn3P4
mp-684675,V12P7
mp-693,Pr3Tl
mp-696572,TiP
mp-697068,SiPd2
mp-710,SmP
mp-7171,TmP
mp-718,SnPd3
mp-739,TiP
mp-7526,SnP
mp-7541,SnP3
mp-7818,Pd4Se
mp-7819,Pd4S
mp-782,Te2Pd
mp-8097,SiP
mp-8251,VP4
mp-861601,PuPd3
mp-861610,Tc3Pd
mp-862586,Re3Pd
mp-862732,PmZn3
mp-862820,PaSi3
mp-862853,PaP3
mp-862854,PaPd3
mp-862857,PaS3
mp-862858,PaPt3
mp-862861,Pa3Si
mp-862862,Pa3Sb
mp-862863,Pa3Te
mp-862865,PaZn3
mp-862866,PaTe3
mp-862867,PaSe3
mp-862869,Pa2S3
mp-862954,PmPd3
mp-862959,PmRh3
mp-862960,PmSn3
mp-862970,PmTl3
mp-865357,Zn3Pd
mp-865425,ZnPd3
mp-865428,UP3
mp-865464,PmSi3
mp-866121,V3Os
mp-866184,Ti3Pb
mp-867141,ReOs3
mp-867165,Pm3Si
mp-867199,Pm3Tl
mp-867212,TcOs3
mp-867238,SmPb3
mp-867264,Re3Os
mp-873,VPd3
mp-930,ZrP
mp-931,ThP
mp-971775,ZnPb3
mp-971863,ZnP
mp-971901,ZnPb3
mp-971909,ZnPd3
mp-971958,Tm3P
mp-972529,SmP3
mp-972692,SnPb
mp-972741,Si3P
mp-973199,Sb3Pb
mp-973402,SbPd3
mp-973792,Pa3Tl
mp-973815,Pa3Ta
mp-973853,Pa3Tc
mp-973911,Pa3Re
mp-974326,OsRu3
mp-974415,Re3Pb
mp-974565,ReP3
mp-975651,PrTm3
mp-975802,PrSb3
mp-976797,Pm3Sc
mp-978511,SmPa3
mp-978802,Sm3Pd
mp-978832,Sm3Pd
mp-978994,TmPa3
mp-979261,TiPd
mp-979273,TePd3
mp-979980,VPd3
mp-979984,YbP3
mp-980006,Yb3Os
mp-980192,YbOs3
mp-980203,TiOs3
mp-980204,TiP3
mp-981563,YbPm3
mp-982,TmPd3
mp-982261,PbSe2
mp-982367,Pm3Zr
mp-982373,Pm3Zn
mp-982448,Pm3Y
mp-982597,Pa3W
mp-982880,Pm3Y
mp-982881,PmTm3
mp-983235,Tl3Pb
mp-983497,Pa3Zn
mp-984100,PPb3
mp-984695,PmY
mp-9847,YbP5
mp-9895,Tc2P3
mp-9923,VP2
mp-994,YP
mp-999124,TbPd
mp-999133,TaPd
mp-999143,SrPd
mp-999291,PrPd
mp-10110,SiRh
mp-1017531,VPt
mp-1017544,ZrRu3
mp-1018124,Ti2Rh
mp-1018125,Ti2Re
mp-1018129,Pt2W
mp-1018940,PrSe2
mp-1020,TaRh3
mp-1024071,SiPt2
mp-1025069,PrSn2
mp-1025159,Te4Rh3
mp-1025409,TmPt
mp-1025431,SmPt
mp-1025448,YPt
mp-1030,SbPt7
mp-1037,PrPt5
mp-1061,PrPt2
mp-1063245,Sr2Rh
mp-1065995,ZrPt
mp-1066583,TlRe
mp-1067281,Rb3Pt
mp-1070844,ThPt2
mp-1071848,Pr2Sb
mp-1072444,UPt5
mp-1072856,PrZn2
mp-10744,Si3Pt2
mp-1078557,PrPt
mp-1078755,SbPt3
mp-1079269,SiPt3
mp-1079305,TbPt
mp-1079689,Tl3Pt
mp-1079937,Pr3Si2
mp-1079997,VPt8
mp-1101251,Tl2Pt
mp-1101970,TbRu2
mp-1102035,SmRe2
mp-1102111,PrRe2
mp-1102133,Tm2Pt
mp-1102202,PrSb2
mp-1102249,TbRe2
mp-1102379,ReSe2
mp-1102438,SmRu2
mp-1102657,Y2Pt
mp-1102776,Yb2Pt
mp-1102921,Re2W
mp-1103044,Sn2Rh
mp-1103212,TaRh2
mp-1103521,Sr8Rh5
mp-1104159,Sm5Ru2
mp-1104177,Pr3Pt2
mp-1104180,Pr2Te5
mp-1104800,Sm3Pt4
mp-1104864,Tb3Pt4
mp-1104937,Pr5Ru2
mp-1105001,Tm3Pt4
mp-1105543,Tb5Pt3
mp-1105551,Tb5Rh3
mp-1105609,Tb3Rh
mp-1105666,Rh2Se3
mp-1105741,Pr3Ru
mp-1105869,Tm5Pt3
mp-1120769,RuPt
mp-1127,SmPt2
mp-1150,URh3
mp-1152,TiRh3
mp-11550,Sc2Pt
mp-11551,Tb2Pt
mp-11552,TiPt
mp-11553,TlPt
mp-11554,ZrPt
mp-11555,PuRu
mp-11556,PuRu2
mp-11557,ScRe2
mp-11561,TbRh
mp-11562,TbRh5
mp-11563,TiRh
mp-11564,TmRh
mp-11565,YRh5
mp-11693,TePt
mp-1178745,Y5Pt3
mp-1185,VRh3
mp-1186468,PrSm
mp-1186726,Pr3Sm
mp-1186727,Pr3Sm
mp-1186728,Pr3Sc
mp-1186733,Pr3Ti
mp-1186734,Pr3Y
mp-1186735,Pr3Y
mp-1186737,Pr3Th
mp-1186740,Pr3Zn
mp-1186743,Pr3Zr
mp-1186796,Pu3Ta
mp-1186826,Pu3Ta
mp-1186873,Rb3Sr
mp-1186879,Rb3Sr
mp-1186891,Rb3Yb
mp-1186898,RbYb
mp-1186912,Rb3Th
mp-1186915,ReTc
mp-1186923,Re3Rh
mp-1186926,Ru3Rh
mp-1186949,SbPt3
mp-1187036,Sn3Rh
mp-1187077,SnRh3
mp-1187083,Th3Re
mp-1187108,Sn3Ru
mp-1187203,Ta3Re
mp-1187204,Ta3Pt
mp-1187207,SrPr3
mp-1187219,Ta3Pt
mp-1187258,TaRu3
mp-1187301,Tb3Pr
mp-1187318,Tb3Pr
mp-1187452,ThPt3
mp-1187458,TcPt
mp-1187540,TlRh3
mp-1187567,TmRh3
mp-1187724,U3Pt
mp-1187955,Yb3Pr
mp-1187959,YPu3
mp-1187983,ZnRe
mp-1188033,ZrRu3
mp-1188043,Zr3Pt
mp-1188054,Zr3Rh
mp-1188129,ZrPt3
mp-1188413,Zr3Rh
mp-1188870,PrZn3
mp-1189033,Tb3Ru
mp-1189442,Tm3Pt
mp-1189474,Y7Rh3
mp-1189687,Pr5Sn3
mp-1189793,TiPt3
mp-1190005,Pr3Sn5
mp-1190212,Yb5Pt3
mp-1190410,PrSe2
mp-1205407,Sm3Rh
mp-1205768,ZrPt8
mp-1206445,ReW3
mp-1207013,Si2Rh3
mp-1207128,Th3Pt5
mp-1207780,Y3Rh
mp-1208453,Tb3Pt
mp-12107,TiPt3
mp-12108,VPt2
mp-12109,ZrRe2
mp-1215257,ZrRh
mp-1215845,Yb2Ru
mp-1216236,VPt
mp-1216270,VPt3
mp-1216276,VRu4
mp-1216449,V4Ru
mp-1216486,V3Rh5
mp-1217110,Ti4Ru
mp-1217363,TcRu
mp-1217413,TcPt
mp-1217422,TcRh
mp-1217428,Tc3Pt
mp-1217621,Tb3Pr
mp-1217681,Tb2Pr
mp-1217894,TaRe
mp-1217908,TaRu
mp-1217912,TaRu3
mp-1217988,Ta3Ru
mp-1218044,Ta3Ru2
mp-1219402,Sm3Pu
mp-1219476,RuW
mp-1219490,ReW2
mp-1219491,ReW3
mp-1219494,ReW4
mp-1219500,RePt
mp-1219503,RuRh
mp-1219506,Rh3W
mp-1219507,RePt
mp-1219522,RuRh4
mp-1219539,Re3Rh
mp-1219540,Re3Pt
mp-1219555,Re4Si7
mp-1219705,PrY
mp-1219711,PtW
mp-1219734,PtRh
mp-1219741,PrTh
mp-1219836,Pr2Y
mp-1219840,Pr2Si3
mp-1232344,ReS2
mp-12351,PrTe3
mp-1251,VRh
mp-12598,PrPt3
mp-12599,PrTl
mp-12600,Pr2Tl
mp-12602,PrZn5
mp-12605,ReSi2
mp-12607,PrPt
mp-1263,URu3
mp-12754,ThPt
mp-12755,ThRh
mp-12775,ThRu
mp-12874,Si2Ru
mp-1299,SiPt2
mp-1310,TbRh2
mp-1328,SrRh2
mp-13363,SiPt3
mp-1341,Te2Rh3
mp-1349,SrPt2
mp-1380,Zn3Ru
mp-1407,Rh3Se8
mp-1449,Pr3S4
mp-1483,SiRh
mp-1549,TbPt3
mp-15659,Sb2Pt3
mp-1578,V3Rh
mp-1601,TaRu
mp-1628,TeRh
mp-16317,Si5Pt12
mp-1644,PrSb
mp-1659,ThRe2
mp-1674,PrSe
mp-1678,PuRh3
mp-1697,TbPt2
mp-1720,SmRu2
mp-17391,Sm3Rh2
mp-17413,Ti3Rh5
mp-1780,ScRh
mp-191,YRh
mp-19856,SnPt
mp-19962,Sn2Pt
mp-2026,PrTl3
mp-20619,SbRh
mp-20644,PuPt2
mp-20662,Sn4Pt
mp-2086,PuS
mp-20971,SnPt3
mp-21012,Si3Rh5
mp-21042,Te4Pt3
mp-21163,SiPt3
mp-2127,Pr3Te4
mp-21359,SbRh2
mp-214,ZrRu
mp-2179,TiRe
mp-22344,Sn7Ru3
mp-2235,YbRh2
mp-22555,RhS2
mp-228,Te2Rh
mp-2287,SiRh
mp-229,ZrRh3
mp-2339,Ti3Pt
mp-2351,TmPt3
mp-2403,YPt3
mp-2495,PrS
mp-2509,ThRh3
mp-2523,PuPt3
mp-2529,PrRh2
mp-2532,PrTe
mp-2583,TiRh
mp-2626,Zr3Rh5
mp-2665,PrRu2
mp-2674,YPt2
mp-2678,VPt
mp-27760,PrSi2
mp-2808,ZrRh
mp-2845,SbPt
mp-28878,RbTe6
mp-29661,Si5Pt6
mp-29767,Pt5Se4
mp-29841,Rh3S4
mp-300,YbPt3
mp-30710,Pr2Zn17
mp-30843,Sr7Pt3
mp-30845,SmPt3
mp-30846,Sn3Pt2
mp-30849,TaPt2
mp-30850,TaPt3
mp-30851,Ti3Pt5
mp-30852,TiPt8
mp-30853,Tl2Pt3
mp-30854,UPt2
mp-30856,ZnPt3
mp-30858,ZrPt3
mp-30865,TmRh2
mp-30866,Rh3W
mp-30867,ScRu
mp-317,SnRh
mp-376,PrSn3
mp-381,SiRu
mp-399,Te2Pt
mp-410,YbPt2
mp-436,SmRh
mp-460,PrZn
mp-481,ScPt3
mp-510219,Sn2Ru
mp-541180,Te3Pt2
mp-562,Sb2Pt
mp-565,Sn2Rh
mp-567089,YbRh
mp-567181,ZrRh
mp-567750,ScRu2
mp-568337,ThRh2
mp-568792,Si5Rh4
mp-569979,ZrRu2
mp-570562,Te3Pt2
mp-570734,Pr3Pt4
mp-570811,PrRe2
mp-570832,SrPt5
mp-570923,YRe2
mp-571160,Tl2Pt
mp-571271,TmPt2
mp-571358,Yb3Pt4
mp-571512,TePt
mp-574438,ThRu2
mp-592,TiRu
mp-635,ScRh3
mp-636334,SnRh2
mp-669917,ZrRh
mp-6938,ZnRh
mp-696,SiPt
mp-722,Pr3Se4
mp-7273,Te8Rh3
mp-7343,Y3Pt
mp-7425,TbPt
mp-754,Te2Rh
mp-7565,SbRu
mp-7754,Si2Ru
mp-7948,ReSi
mp-818,SiRh
mp-840,SmRh2
mp-861626,Tc3Rh
mp-861630,Tc3Ru
mp-862589,Re3Pt
mp-862630,ReRu3
mp-862655,Ru3W
mp-862798,Pt3W
mp-8628,Te4Pt3
mp-865342,Zn3Rh
mp-865355,Zn3Pt
mp-865382,V3Ru
mp-865385,V3Re
mp-865400,ThPt3
mp-866161,VRh3
mp-867281,Tc3Pt
mp-867352,TcRh3
mp-867356,TcRu3
mp-867797,RbTl3
mp-867816,TaRu3
mp-867865,ReRh3
mp-894,ZnPt
mp-900,RhSe
mp-921,YRh2
mp-971751,VRh
mp-971779,ZnRh3
mp-971788,VRu3
mp-971951,Zr3Pt
mp-972220,TiPt3
mp-972326,TcPt3
mp-972763,Si3Pt
mp-973342,SbRh3
mp-973353,SbPt3
mp-973354,SbPt3
mp-974335,RuRh3
mp-974341,RuRh3
mp-974370,PtRh3
mp-974372,Rh3Se
mp-974376,PtRh3
mp-974395,Pt3Rh
mp-974408,Re3W
mp-974411,Re3Tc
mp-974416,Re3W
mp-974417,Re3Sb
mp-974425,Re3Si
mp-974426,Re3Sn
mp-974432,Re3Sn
mp-974455,Re3Ru
mp-974469,ReTe
mp-974492,ReTc3
mp-974616,Pt3Rh
mp-974625,Re3Ru
mp-974739,Rb3Tl
mp-974748,Rb3Tm
mp-974751,Rb3Zn
mp-974758,Rb3Tl
mp-974799,Rb3Sr
mp-974828,Rb3Pr
mp-975198,RbTl3
mp-975199,RbSr3
mp-975219,RbSr3
mp-975222,RbSr3
mp-975253,RbPr3
mp-975586,Pr3Y
mp-975652,PrTe2
mp-975653,PrS3
mp-975784,PrY3
mp-975787,PrW3
mp-975795,PrTm3
mp-975797,PrSm3
mp-975812,PrSm3
mp-977390,Ta3Ru
mp-978034,Rb3Sm
mp-978509,Si3Ru
mp-978554,SmRe3
mp-979935,RbYb3
mp-979936,RbYb3
mp-979937,Yb3Ru
mp-980001,YbPr3
mp-980188,RbYb3
mp-980200,Zn3Rh
mp-983,RhSe2
mp-9968,PrSi
mp-998947,TiRu3
mp-998949,TiPt
mp-999305,PrRh
mp-1002219,TlSb
mp-1002220,TmSb
mp-10026,ScTe
mp-10027,TiSe
mp-1004526,WS
mp-1008676,TiS2
mp-1008682,TiS2
mp-1008689,Ti2Si
mp-1013525,VS2
mp-1018028,TiS
mp-1018112,YSb2
mp-1018120,TmSb2
mp-1018127,TbSb2
mp-1019253,SmSe2
mp-1019266,SmTe2
mp-1019276,TaSe2
mp-10203,Ta5Si3
mp-1025077,TbSe2
mp-1025489,SmSi
mp-10628,TaS
mp-10632,TlS
mp-10635,SnSb
mp-10636,SrSb2
mp-10638,ZrSb
mp-10646,ThSe
mp-10647,TlSe
mp-10651,YbSi
mp-1065146,TiSi
mp-1065860,SbS
mp-1066771,ZrSi
mp-1066975,TmSi
mp-1071948,TmS2
mp-1072086,TaS2
mp-1072088,TiS2
mp-1072192,TiS2
mp-1072474,TmSe2
mp-1076966,YbS2
mp-1077018,Sm2Sb
mp-1077026,YSi
mp-1077033,YbSe2
mp-1077263,TiS2
mp-1077398,TbSi2
mp-1077404,YbSi2
mp-1077503,TiSi2
mp-1077536,ZnSb2
mp-1077593,SmSn2
mp-1077791,ZrSc2
mp-1077978,Ti3Se4
mp-1078858,U3Si
mp-1078904,Sb2Te3
mp-1079146,Th3Si2
mp-1079377,Si2W3
mp-1079832,ScTe
mp-1079888,TiSe
mp-1079910,SiTc
mp-1080657,SiS4
mp-1094038,TaS3
mp-1095641,Tb5S7
mp-1095657,TbSb2
mp-1101099,Ti2S3
mp-1101258,TiS2
mp-1102847,Tm5S7
mp-1103820,Zr3S4
mp-1104531,Sm2Te5
mp-1105139,Zr3Sb
mp-1106231,SmZn3
mp-1106373,Sm5Si3
mp-11192,TaSi2
mp-11322,ZrSi
mp-11324,TaSe2
mp-1133,V5S4
mp-11566,ScZn
mp-11567,ScZn12
mp-11569,SmTl3
mp-11697,TaSb2
mp-11765,Ti5Se4
mp-1183040,ZrSe
mp-1186773,SrSm3
mp-1186919,Sb3W
mp-1186975,Sc3Te
mp-1186979,Sc3V
mp-1186995,ScSb3
mp-1187016,ScTe3
mp-1187029,SmZr
mp-1187037,Sn3Sb
mp-1187038,Sn3S
mp-1187043,Sn3Se
mp-1187055,Sn3Se
mp-1187062,Th3Se
mp-1187074,Th3S
mp-1187081,SiSn3
mp-1187230,SrSm3
mp-1187254,TaSb3
mp-1187302,Tb3S
mp-1187303,Tb3Se
mp-1187305,Tb3Sc
mp-1187311,Tb3Sm
mp-1187316,Tb3Sc
mp-1187319,Tb3Sm
mp-1187372,TbSm
mp-1187404,Te3Se
mp-1187457,ThSc3
mp-1187486,Tl3Sb
mp-1187496,Tl3Si
mp-1187525,Ti3Si
mp-1187528,TiSb3
mp-1187543,TlS3
mp-1187544,Tl3S
mp-1187550,Tl3Si
mp-1187552,Tl3S
mp-1187662,TmSb3
mp-1187674,Tm3Sc
mp-1187788,Y3Si
mp-1187912,Zn3Se
mp-1187936,Zn3Si
mp-1187941,ZnSi3
mp-1187971,Yb3Si
mp-1188005,Zr3S
mp-1188035,Zr3Si
mp-1188049,ZrSb3
mp-1188055,Zr3Se
mp-1188056,Zr3Sb
mp-1188185,Yb2Se3
mp-1189414,YbSi3
mp-1189560,YSi3
mp-1189863,Tm5Si3
mp-1189874,Sm5Sn3
mp-1191566,Zn6Sb5
mp-1191680,TaSe3
mp-1205370,SnSe
mp-1206765,ScSn
mp-1206780,Ti2Sb
mp-1207024,Zr3Si2
mp-1215201,ZrSc
mp-1215280,ZrSe
mp-1215348,Zr5Si3
mp-1215400,Zr3Se4
mp-1215419,Zr3S2
mp-1215426,Zr3Se2
mp-1215543,Zr3S4
mp-1215699,Yb3Se4
mp-1217073,Ti3S2
mp-1217101,Ti3S4
mp-1217116,Ti3Se
mp-1217121,Ti3S4
mp-1217258,ThSc
mp-1217678,Tb2Si3
mp-1217685,Tb2Si3
mp-1217915,TaS2
mp-1218710,Sr2Si3
mp-1218916,SnSb
mp-1218920,SnSb
mp-1218972,Sn3Sb
mp-1218996,SmTh
mp-1219219,SiTc4
mp-1219456,SbTe
mp-1219459,SbTe
mp-1219462,SbTe2
mp-1219463,SbTe
mp-1219477,Sb2Te
mp-1232214,YSe2
mp-1232237,ScSe2
mp-1232269,SmS2
mp-1232273,SmS2
mp-1269,SmS
mp-12769,YSi2
mp-1278,Zr2Si
mp-1295,Yb4Sb3
mp-12983,ScSb
mp-13051,Sr2Si
mp-13053,SrSi
mp-13152,TiSe
mp-1344,Sm3Se4
mp-13503,ScZn2
